title,subtitle
Novo estudo mostra que nem a Via Láctea é plana,"Nossa galáxia, a Via Láctea, é ""torta"" e ""retorcida"", e não plana como se pensava anteriormente. A conclusão é de um estudo publicado na prestigiada revista Science. "
Gravação mostra Ronald Reagan chamando delegados africanos na ONU de 'macacos',"O ex-presidente dos EUA Ronald Reagan (1981-1989) descreveu delegados africanos na Organização das Nações Unidas (ONU) como ""macacos"", como mostram gravações em fitas recém-descobertas publicadas pela revista americana The Atlantic."
"Demissão de chefe do Inpe é 'alarmante', diz diretor de centro da Nasa"," A demissão de Ricardo Galvão do comando do Instituto Nacional de Pesquisas Espaciais (Inpe) é ""significativamente alarmante"", pois ""reflete como o atual governo brasileiro encara a ciência""."
Polícia encontra pacotes de cocaína avaliados em U$S 2 milhões em praia da Nova Zelândia," Pacotes de cocaína avaliados em US$ 2 milhões, o equivalente a cerca de R$ 8 milhões, foram encontrados em praia da Nova Zelândia. "
"Falha no WhatsApp permite que 'coloquem palavras na sua boca', alertam especialistas em cibersegurança","Uma ferramenta recém-lançada explora uma vulnerabilidade no WhatsApp e permite ""colocar palavras na boca das pessoas"", segundo pesquisadores."
CBF pede ao COI medalhas de ouro a Prass e comissão técnica,"A CBF entrou em contato com o Comitê Olímpico Internacional (COI) para solicitar medalhas de ouro a Fernando Prass, e a comissão técnica da Seleção que conquistou a Rio-2016. Após a conquista, apenas os jogadores que estavam no grupo receberam a medalha."
"Fifa considera ""muito positivo"" teste de vídeo na arbitragem","O presidente da Fifa, o suíço Gianni Infantino, afirmou nesta sexta-feira na cidade italiana de Bari que o primeiro teste dos Árbitros Assistentes de Vídeo (VAR, por seu acrônimo em inglês) realizado ontem à noite no amistoso entre Itália e França foi ""muito positivo""."
"Philippe Coutinho entra bem, e Tite vê 'disputa feroz'","A entrada de Philippe Coutinho no segundo tempo da partida contra o Equador foi determinante para o crescimento da Seleção Brasileira e a vitória por 3 a 0, em Quito. O bom desempenho faz o meia do Liverpool (ING) ficar forte na briga por vaga de titular na equipe, como reconheceu o próprio técnico Tite."
"Gustavo é regularizado, e Corinthians já marca apresentação","O Corinthians apresentará seu mais novo reforço neste sábado, após o treino do período da manhã comandado pelo técnico Cristóvão Borges. O elenco alvinegro teve dois dias de folga (quinta e sexta-feira) e se reapresenta já no fim de semana, quando inicia preparação para enfrentar o Sport no dia 8, quinta-feira, na Arena de Itaquera. Gustavo, a contratação que vestirá a camisa pela primeira vez no sábado, pode até fazer sua estreia na 23ª rodada do Campeonato Brasileiro."
"Giovanna Ewbank anuncia gravidez: ""Agora somos cinco""","
Giovanna Ewbank e Bruno Gagliasso anunciaram que serão pais novamente. ""A família cresceu! Agora somos cinco! Fomos pegos de surpresa e a ficha ainda está caindo. Estou no terceiro mês de gestação e ainda não sabemos o sexo do bebê"", escreveu a atriz em seu Instagram nesta terça-feira, 17.
"
Indiciado falso dentista que extraiu 10 dentes sem anestesia,"Um falso dentista que extraiu dez dentes sem anestesia de um homem na Flórida, no Estados Unidos, foi indiciado por exercer a profissão sem licença, segundo o Escritório do Xerife do condado de Manatee."
Mendes diz que STF tem que discutir vazamento de delações,"O ministro do Supremo Tribunal Federal (STF) Gilmar Mendes disse hoje (13) que a Corte precisa discutir o vazamento dos acordos de delação premiada de investigados na Operação Lava Jato. De acordo com Mendes, não é possível descartar a possibilidade de anulação das delações, que têm sido divulgadas pela imprensa antes da homologação pelo Supremo."
BNDES vai simplificar crédito para micro e pequenas empresas,"O Banco Nacional de Desenvolvimento Econômico e Social (BNDES) anunciou hoje (13) um conjunto de medidas para simplificar, agilizar e ampliar o acesso ao crédito das micro, pequenas e médias empresas (MPMEs). Segundo a instituição, o plano visa à indução da retomada do crescimento econômico e à manutenção e geração de emprego e renda. O impacto esperado é de um aumento de 20% nos desembolsos para o segmento, um acréscimo de R$ 5,4 bilhões até o fim de 2017."
Tunisiano pega 18 anos de prisão por naufrágio que matou 700,"O Tribunal de Catânia, no sul da Itália, condenou nesta terça-feira (13) o tunisiano Mohamed Ali Malek, 27, a 18 anos de prisão por conta do naufrágio de 18 de abril de 2015 com um barco lotado de imigrantes, que teria deixado mais de 700 mortos."
Piora estado de saúde de dom Paulo Evaristo Arns,"O quadro de saúde do cardeal dom Paulo Evaristo Arns piorou, segundo boletim médico divulgado no fim da manhã de hoje (13) pelo hospital Santa Catarina. O arcebispo emérito da Arquidiocese de São Paulo está internado desde 28 de novembro, com broncopneumonia."
"Vendas no comércio caem 0,8% em todo o País, diz o IBGE","O volume de vendas do comércio varejista brasileiro recuou 0,8% na passagem de setembro para outubro deste ano. Segundo dados da Pesquisa Mensal de Comércio (PMC), divulgados hoje (13) pelo Instituto Brasileiro de Geografia e Estatística (IBGE), esta é a quarta queda consecutiva do indicador neste tipo de comparação."
Forças pró-governo sírias executam 82 civis em Aleppo,"Forças leais ao regime de Bashar al Assad executaram 82 civis, entre eles mulheres e crianças, em quatro distritos de Aleppo, cidade do norte da Síria que é cenário de uma batalha para expulsar os grupos rebeldes, cuja presença se reduziria a uma superfície de apenas um quilômetro quadrado, informou nesta terça-feira a ONU."
Oposição diz que vai ao STF contra aprovação da PEC do Teto,"Após os senadores terem aprovado a Proposta de Emenda à Constituição (PEC) 55/2016, integrantes da oposição disseram que vão recorrer ao Supremo Tribunal Federal (STF) contra a aprovação da proposta."
